stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
10445,GIBI,Patio,,14.616581,-61.084504,1,,0
20516,1390,Patio,,14.616581,-61.084504,0,10445,0
10629,MULTIPS,Multipliants,,14.616966,-61.088917,1,,0
20714,1736,Multipliants,,14.616966,-61.088917,0,10629,0
10630,GABR,Gabriel,,14.616183,-61.090415,1,,0
20715,1737,Gabriel,,14.616183,-61.090415,0,10630,0
10631,MANGUE,Mangues,,14.615537,-61.091576,1,,0
20716,1738,Mangues,,14.615537,-61.091576,0,10631,0
10632,PLFO,Amicale,,14.614843,-61.092643,1,,0
20717,1739,Amicale,,14.614843,-61.092643,0,10632,0
10633,TOURTER,Tourterelle,,14.614770,-61.091776,1,,0
20718,1740,Tourterelle,,14.614770,-61.091776,0,10633,0
10634,OMBRE,Ombrelle,,14.615413,-61.090156,1,,0
20719,1741,Ombrelle,,14.615413,-61.090156,0,10634,0
10635,PLANTE,Les Plantes,,14.616102,-61.089376,1,,0
20720,1742,Les Plantes,,14.616102,-61.089376,0,10635,0
10636,BAPTEMP,Baptiste Le Temple,,14.616989,-61.088355,1,,0
20721,1743,Baptiste Le Temple,,14.616989,-61.088355,0,10636,0
10637,RPRT,Venice,,14.621487,-61.093705,1,,0
21399,2656,Venice,,14.621513,-61.093777,0,10637,0
10768,UAGM,UAG,,14.619645,-61.095263,1,,0
21534,UAGM,UAGM,,14.619635,-61.095390,0,10768,0
20108,1696,Stade,,14.619284,-61.101912,0,10068,0
10049,LASAGES,La Sagesse,,14.620730,-61.103429,1,,0
20077,1697,La Sagesse,,14.620795,-61.103289,0,10049,0
10067,ROJANV,Roland Janvier,,14.622198,-61.102548,1,,0
20106,1698,Roland Janvier,,14.622381,-61.102519,0,10067,0
10024,BELLAN,Bellance,,14.623406,-61.102727,1,,0
20038,1699,Bellance,,14.623673,-61.102723,0,10024,0
10036,DELOUCH,Delouche,,14.624983,-61.102830,1,,0
20057,1700,Delouche,,14.624870,-61.102804,0,10036,0
10060,OZENAT,Ozenat,,14.628018,-61.103880,1,,0
20096,1701,Ozenat,,14.628052,-61.103860,0,10060,0
10037,DOMINA,Dominante,,14.629259,-61.103260,1,,0
20059,1702,Dominante,,14.629280,-61.103232,0,10037,0
10052,LEHAMEA,Les Hameaux,,14.628834,-61.101720,1,,0
20082,1703,Les Hameaux,,14.628869,-61.101621,0,10052,0
10032,CGTERV,College De Terreville,,14.630850,-61.099620,1,,0
20050,1709,College De Terreville,,14.630922,-61.099643,0,10032,0
10035,CTCOMM,Ctre Comm Terreville,,14.635666,-61.099869,1,,0
20055,1713,Ctre Comm Terreville,,14.635666,-61.099869,0,10035,0
10031,CIMTERV,Cimetière Terreville,,14.637896,-61.097757,1,,0
20048,1714,Cimetière Terreville,,14.637896,-61.097757,0,10031,0
10056,MADERET,Maison De Retraite,,14.642750,-61.099014,1,,0
20089,2467,Maison De Retraite,,14.642750,-61.099014,0,10056,0
10063,CPEBO,Petit Bois,,14.644110,-61.098945,1,,0
20100,2468,Petit Bois,,14.644110,-61.098945,0,10063,0
10950,Monas,Monastere,,14.649620,-61.093730,1,,0
21522,11240,Monastere,,14.649620,-61.093730,0,10950,0
10057,MADAVG,Maison Des Aveugles,,14.644387,-61.100809,1,,0
20090,2469,Maison Des Aveugles,,14.644387,-61.100809,0,10057,0
10045,HYBRID,Hybride,,14.643991,-61.101256,1,,0
20071,2470,Hybride,,14.643991,-61.101256,0,10045,0
10027,BOUGAI,Bougainvillier,,14.642467,-61.101498,1,,0
20041,2471,Bougainvillier,,14.642467,-61.101498,0,10027,0
10044,HIBISC,Hibiscus,,14.634811,-61.055104,1,,0
20070,2472,Hibiscus,,14.641078,-61.101915,0,10044,0
10020,ALAMAN,Alamandas,,14.638770,-61.102975,1,,0
20031,2473,Alamandas,,14.638770,-61.102975,0,10020,0
10040,FLEUNO,Fleuri Noel,,14.637116,-61.101694,1,,0
20063,2475,Fleuri Noel,,14.637116,-61.101694,0,10040,0
10025,BELLEV,Bellevue,,14.636080,-61.101392,1,,0
20039,2476,Bellevue,,14.636080,-61.101392,0,10025,0
10041,FONROUS,Fond Rousseau,,14.633723,-61.101374,1,,0
20064,2477,Fond Rousseau,,14.633640,-61.101403,0,10041,0
10069,TOUARE,Touareg,,14.632406,-61.100348,1,,0
20109,2478,Touareg,,14.632406,-61.100348,0,10069,0
10059,MONOCO,Monocourt,,14.631854,-61.100437,1,,0
20093,2479,Monocourt,,14.631854,-61.100437,0,10059,0
20049,2480,College De Terreville,,14.630777,-61.099596,0,10032,0
10058,MAUSTE,Maustenil,,14.632437,-61.098055,1,,0
20091,2481,Maustenil,,14.632432,-61.098002,0,10058,0
20065,1712,Fond Rousseau,,14.633807,-61.101346,0,10041,0
20631,1530,Flamboyants,,14.616828,-61.098382,0,10039,0
21449,2731,UAG,,14.619500,-61.095200,0,10768,0
20722,1744,Venice,,14.621461,-61.093633,0,10637,0
10446,ECPLATF,Ecole Plateau Fofo,,14.617379,-61.087236,1,,0
20517,1391,Ecole Plateau Fofo,,14.617379,-61.087236,0,10446,0
21256,2496,Lions,,14.616614,-61.087583,0,10625,0
21257,2497,Troy,,14.614951,-61.088374,0,10624,0
10623,GLICIRI,Gliciridias,,14.638497,-61.061384,1,,0
21258,2498,Gliciridias,,14.614029,-61.089174,0,10623,0
10622,FLEURIE,Fleurie,,14.640754,-61.070253,1,,0
21259,2499,Fleurie,,14.613383,-61.089514,0,10622,0
21260,2500,L'allée,,14.612698,-61.089570,0,10621,0
21090,2243,Mariz,,14.611031,-61.089457,0,10403,0
21262,2502,Ideal,,14.610707,-61.090837,0,10404,0
21263,2503,Assedic,,14.611290,-61.093678,0,10620,0
21264,2504,Coniferes,,14.610259,-61.094242,0,10619,0
21265,2505,Cocoteraie,,14.609160,-61.092589,0,10618,0
10880,PALMER,Palméras,,14.608265,-61.092100,1,,0
21266,2506,Palméras,,14.608265,-61.092100,0,10880,0
10221,PEZA,Petite Zac Terminus Pv,,14.622972,-61.040831,1,,0
20288,1151,Petite Zac Terminus Pv,,14.622972,-61.040831,0,10221,0
10806,CHRISTO,Christophe,,14.621537,-61.041244,1,,0
20922,2066,Christophe,,14.621537,-61.041244,0,10806,0
10215,Cayali,Cayali,,14.619771,-61.040923,1,,0
20923,2067,Cayali,,14.619609,-61.040906,0,10215,0
10222,ESP PAT,Pat,,14.619209,-61.040399,1,,0
20924,2068,Pat,,14.619170,-61.040556,0,10222,0
10219,KARATA,Karatas,,14.618284,-61.041891,1,,0
20925,2069,Karatas,,14.618115,-61.042074,0,10219,0
10218,VERRIER,La Verriere,,14.617279,-61.042951,1,,0
20926,2070,La Verriere,,14.617237,-61.043045,0,10218,0
10217,AMFRO,Amfro,,14.616516,-61.045090,1,,0
20927,2071,Amfro,,14.616523,-61.045231,0,10217,0
10216,ARAWA,Arawack,,14.616827,-61.047354,1,,0
20928,2072,Arawack,,14.616807,-61.047216,0,10216,0
10204,FOKKER,Foker,,14.620429,-61.046939,1,,0
21469,2753,Foker,,14.620429,-61.046924,0,10204,0
10202,BATD19,Montgérald Bat.D19,,14.620073,-61.048679,1,,0
21470,2754,Montgérald Bat.D19,,14.620080,-61.048890,0,10202,0
10951,KERLYS,KERLYS,,14.613212,-61.052718,1,,0
21532,2031_1,KERLYS (FACE COIFFEUR),,14.612424,-61.053337,0,10951,0
10118,LACAMIL,Faubourg La Camille,,14.610119,-61.054969,1,,0
20166,2003,Faubourg La Camille,,14.609870,-61.055201,0,10118,0
10010,MANIO,CROISEE MANIOC,,14.608733,-61.056060,1,,0
20134,2004,CROISEE MANIOC,,14.608817,-61.056125,0,10010,0
10124,LEQUIEM,Msgr Lequiem,,14.606255,-61.058334,1,,0
20173,2005,Msgr Lequiem,,14.606254,-61.058398,0,10124,0
10146,PARNAS,Parnasse,,14.604713,-61.060362,1,,0
20201,2006,Parnasse,,14.604592,-61.060546,0,10146,0
10082,CACEM,Cacem,,14.604150,-61.063700,1,,0
20124,2695,Cacem,,14.604150,-61.063700,0,10082,0
10125,MAISYND,Maison Des Syndicats,,14.605584,-61.064712,1,,0
20175,2007,Maison Des Syndicats,,14.605584,-61.064712,0,10125,0
10106,FOLIE,La Folie,,14.606592,-61.066547,1,,0
20153,2008,La Folie,,14.606592,-61.066547,0,10106,0
10138,MUTUAL,La Mutualité,,14.607591,-61.068315,1,,0
20191,2009,La Mutualité,,14.607591,-61.068315,0,10138,0
20131,1001,Gare Clemenceau,,14.607474,-61.071688,0,10088,0
10097,EBOUE,Felix Eboue,,14.606325,-61.066331,1,,0
20143,1003,Felix Eboue,,14.606325,-61.066331,0,10097,0
10077,BARADOU,Bassin Radoub,,14.603389,-61.063688,1,,0
20119,1004,Bassin Radoub,,14.603389,-61.063688,0,10077,0
10776,PORT,Préfecture Bishop,,14.603485,-61.061874,1,,0
20878,1969,Préfecture Bishop,,14.603395,-61.061831,0,10776,0
20202,1005,Parnasse,,14.604835,-61.060179,0,10146,0
20174,1006,Msgr Lequiem,,14.606255,-61.058270,0,10124,0
20135,1007,CROISEE MANIOC,,14.608698,-61.055955,0,10010,0
20167,1008,Faubourg La Camille,,14.610367,-61.054738,0,10118,0
10009,KERLY,KERLYS,,14.613191,-61.052560,1,,0
20165,1009,KERLYS,,14.613474,-61.052252,0,10009,0
10179,DISTDIL,Distillerie,,14.616709,-61.048727,1,,0
20242,1030,Distillerie,,14.616779,-61.048391,0,10179,0
20267,1127,Montgérald Bat.D19,,14.620066,-61.048468,0,10202,0
10203,VISCOUN,Viscount,,14.620642,-61.047784,1,,0
20268,1128,Viscount,,14.620642,-61.047784,0,10203,0
20269,1129,Foker,,14.620429,-61.046954,0,10204,0
10205,PLAINE,La Plaine,,14.619277,-61.047291,1,,0
20270,1130,La Plaine,,14.619277,-61.047291,0,10205,0
10775,CIMG,Batiment 15 Mongéralde,,14.618026,-61.048303,1,,0
20877,1968,Batiment 15 Mongéralde,,14.618026,-61.048303,0,10775,0
20282,1144,Arawack,,14.616847,-61.047493,0,10216,0
20283,1145,Amfro,,14.616509,-61.044949,0,10217,0
20284,1146,La Verriere,,14.617322,-61.042856,0,10218,0
20285,1147,Karatas,,14.618454,-61.041709,0,10219,0
20289,1152,Pat,,14.619248,-61.040242,0,10222,0
20281,1143,Cayali,,14.619933,-61.040940,0,10215,0
10220,CRISTOP,Christophe,,14.621372,-61.041204,1,,0
20287,1150,Christophe,,14.621372,-61.041204,0,10220,0
10275,PAVILA2,Pavilla 2Pv,,14.611934,-61.068932,1,,0
20342,1213,Pavilla 2Pv,,14.611934,-61.068932,0,10275,0
10276,LABUTTE,La Butte Pv,,14.613807,-61.069212,1,,0
20343,1214,La Butte Pv,,14.613807,-61.069212,0,10276,0
10277,PAVILA3,Pavilla 3 Pv,,14.615088,-61.069288,1,,0
20344,1215,Pavilla 3 Pv,,14.615088,-61.069288,0,10277,0
10278,TREN,Ecole Trénelle Pv3,,14.614909,-61.070198,1,,0
20345,1216,Ecole Trénelle Pv3,,14.614909,-61.070198,0,10278,0
10254,PL22MAI,Place Du 22 Mai,,14.613342,-61.070787,1,,0
20970,2114,Place Du 22 Mai,,14.613459,-61.070855,0,10254,0
10919,EGLTERS,Eglise Terres sainville,,14.611859,-61.071259,1,,0
21460,2743,Eglise Terres sainville,,14.611859,-61.071259,0,10919,0
20972,2116,Abbe Gregroire,,14.611425,-61.071439,0,10253,0
10665,SAJO,Gare St Joseph,,14.670791,-61.038750,1,,0
20750,1773,Gare St Joseph,,14.670791,-61.038750,0,10665,0
10593,STADMUR,Stade Henri Murano,,14.673887,-61.036054,1,,0
21283,2523,Stade Henri Murano,,14.672648,-61.034991,0,10593,0
10724,CGBLET,Collège Belle Etoile,,14.672734,-61.033667,1,,0
20824,1885,Collège Belle Etoile,,14.672667,-61.033704,0,10724,0
10723,BELET,Belle Etoile,,14.673244,-61.030478,1,,0
20823,1884,Belle Etoile,,14.673226,-61.030758,0,10723,0
10722,CCOBELT,Ctre Comm Belle Etoile,,14.673548,-61.028719,1,,0
20822,1883,Ctre Comm Belle Etoile,,14.673597,-61.028581,0,10722,0
10573,CITLUCO,Cité Luco,,14.673878,-61.026896,1,,0
20655,1563,Cité Luco,,14.673886,-61.026995,0,10573,0
10721,CRMA,Croisee Manioc Ouest,,14.671769,-61.023231,1,,0
21396,2653,Croisee Manioc Ouest,,14.671200,-61.023079,0,10721,0
10701,PROSPER,Prosperite,,14.664143,-61.017522,1,,0
20794,1853,Prosperite,,14.664266,-61.017592,0,10701,0
10572,CHOISY,Choisy,,14.661098,-61.014847,1,,0
20653,1560,Choisy,,14.661124,-61.014809,0,10572,0
10700,DERBOIS,Derriere Bois,,14.658790,-61.013069,1,,0
20793,1851,Derriere Bois,,14.658938,-61.013121,0,10700,0
10877,DORVAL,En Dorval,,14.655787,-61.011803,1,,0
21239,2429,En Dorval,,14.655787,-61.011803,0,10877,0
10936,DORZ,Chemin Dorzon,,14.653040,-61.008020,1,,0
21507,3002,Chemin Dorzon,,14.653040,-61.008020,0,10936,0
10937,STEFAM,Sainte Famille,,14.654740,-61.007760,1,,0
21508,3003,Sainte Famille,,14.654740,-61.007760,0,10937,0
10938,CHBELF1,Chemin Belfort 1291,,14.653180,-61.005060,1,,0
21509,3004,Chemin Belfort 1291,,14.653180,-61.005060,0,10938,0
10939,CHBELF3,Chemin Belfort 655,,14.649650,-61.004950,1,,0
21510,3005,Chemin Belfort 655,,14.649650,-61.004950,0,10939,0
10871,MAUGEE,La Maugée,,14.643375,-61.010484,1,,0
21229,2417,La Maugée,,14.643593,-61.010420,0,10871,0
10876,CHAMBO,Chambord,,14.639257,-61.010355,1,,0
21236,2426,Chambord,,14.639257,-61.010355,0,10876,0
10875,LONGVIL,Longvilliers,,14.635502,-61.008647,1,,0
21235,2425,Longvilliers,,14.635502,-61.008647,0,10875,0
10872,ECLGPRE,Ecole Long Pré,,14.633527,-61.008505,1,,0
21230,2420,Ecole Long Pré,,14.633327,-61.008543,0,10872,0
10873,LGPRE,Long Pre,,14.632209,-61.008369,1,,0
21231,2421,Long Pre,,14.631056,-61.008273,0,10873,0
20614,1503,Hibiscus,,14.628544,-61.008294,0,10044,0
10540,PAYMEL,Pays Mélé,,14.626280,-61.007987,1,,0
20615,1504,Pays Mélé,,14.626313,-61.008015,0,10540,0
10541,BODI,Bois D'inde,,14.622456,-61.006551,1,,0
20616,1505,Bois D'inde,,14.622459,-61.006596,0,10541,0
10518,PEUPLIE,Peupliers,,14.640140,-61.017840,1,,0
20592,1478,Peupliers,,14.619170,-61.005267,0,10518,0
10580,GIMA,Passage giratoire Mahaut,,14.618426,-61.005104,1,,0
20662,1573,Passage giratoire Mahaut,,14.618426,-61.005104,0,10580,0
10519,PLMA,Gare routière de Mahault,,14.617802,-61.004409,1,,0
20593,1479,Gare routière de Mahault,,14.617706,-61.004417,0,10519,0
10520,VXPT1,Vieux Pont 1,,14.614278,-61.004761,1,,0
20594,1480,Vieux Pont 1,,14.614469,-61.004715,0,10520,0
10521,VXPT2,Vieux Pont 2,,14.612106,-61.004872,1,,0
20595,1481,Vieux Pont 2,,14.612305,-61.004955,0,10521,0
10522,FRCHX,Four A Chaux,,14.610485,-61.003784,1,,0
20596,1482,Four A Chaux,,14.610421,-61.003557,0,10522,0
10523,BASMIS,Bas Mission,,14.611064,-61.001069,1,,0
20597,1483,Bas Mission,,14.611033,-61.001047,0,10523,0
10524,CGPTMAN,Collège Petit Manoir,,14.612526,-60.997492,1,,0
20598,1484,Collège Petit Manoir,,14.612459,-60.997517,0,10524,0
10888,PALSPO,Palais Des Sports,,14.612544,-60.995824,1,,0
21318,2562,Palais Des Sports,,14.612544,-60.995824,0,10888,0
21320,2564,Bas Mission,,14.611094,-61.001092,0,10523,0
21321,2565,Four A Chaux,,14.610548,-61.004011,0,10522,0
21322,2566,Vieux Pont 2,,14.611908,-61.004789,0,10521,0
21323,2567,Vieux Pont 1,,14.614087,-61.004807,0,10520,0
21324,2568,Gare routière de Mahault,,14.617898,-61.004401,0,10519,0
21325,2569,Peupliers,,14.619061,-61.005081,0,10518,0
21343,2591,Bois D'inde,,14.622453,-61.006506,0,10541,0
10894,PTIPRE,Petit Pre 1Pv,,14.624645,-61.006883,1,,0
21344,2592,Petit Pre 1Pv,,14.624645,-61.006883,0,10894,0
21345,2593,Pays Mélé,,14.626247,-61.007960,0,10540,0
10874,JEAR,Hibiscus,,14.629648,-61.008052,1,,0
21232,2422,Hibiscus,,14.629648,-61.008052,0,10874,0
21233,2423,Long Pre,,14.633362,-61.008465,0,10873,0
21234,2424,Ecole Long Pré,,14.633728,-61.008467,0,10872,0
21237,2427,La Maugée,,14.643158,-61.010547,0,10871,0
21397,2654,Derriere Bois,,14.658643,-61.013017,0,10700,0
21190,2365,Choisy,,14.661071,-61.014884,0,10572,0
21189,2364,Prosperite,,14.664021,-61.017451,0,10701,0
20821,1881,Croisee Manioc Ouest,,14.672339,-61.023383,0,10721,0
21198,2373,Ctre Comm Belle Etoile,,14.673500,-61.028857,0,10722,0
21197,2372,Belle Etoile,,14.673263,-61.030198,0,10723,0
21196,2371,Collège Belle Etoile,,14.672801,-61.033631,0,10724,0
10725,BALI301,Balisier,,14.672743,-61.038162,1,,0
21284,2524,Balisier,,14.672769,-61.038144,0,10725,0
10664,GSCMAUR,Gpe Sco H Maurice,,14.671988,-61.039350,1,,0
20749,1772,Gpe Sco H Maurice,,14.671988,-61.039350,0,10664,0
21295,2535,Ctre Comm Beterbat,,14.621454,-60.988454,0,10882,0
10589,GBC,Giratoire Bois Carré 2,,14.623906,-60.988368,1,,0
20672,22-197,Giratoire Bois Carré 2,,14.624027,-60.988109,0,10589,0
10740,ELIZE,Union (brasserie lorraine -près snack elysée),,14.625156,-60.979778,1,,0
20841,22-196,Union (brasserie lorraine -près snack elysée),,14.624981,-60.979704,0,10740,0
11038,22-76,UNION NORD,,14.626260,-60.978592,1,,0
21631,22-195,UNION NORD,,14.626260,-60.978592,0,11038,0
10728,GISA,SARRAULT,,14.642591,-60.976515,1,,0
20829,22-194,SARRAULT,,14.643162,-60.976322,0,10728,0
11036,22-74,FONDS GIROMON,,14.648712,-60.975115,1,,0
21633,22-193,FONDS GIROMON,,14.648712,-60.975115,0,11036,0
11035,22-73,MACARON,,14.651224,-60.974388,1,,0
21634,22-192,MACARON,,14.651224,-60.974388,0,11035,0
11873,R05-29,giratoire pelletier 3,,14.656722,-60.973077,1,,0
21743,23-R-45,giratoire pelletier 3,,14.656722,-60.973077,0,11873,0
11073,23-A-02,Bois Jolimont,,14.656783,-60.974629,1,,0
21715,23-A-02,Bois Jolimont,,14.656783,-60.974629,0,11073,0
10481,PELL,Ecole de Pelletier,,14.656789,-60.980159,1,,0
21305,23-A-03,Ecole de Pelletier,,14.656806,-60.980161,0,10481,0
10486,ROMANA,ADAPEI/La Romana,,14.658812,-60.983516,1,,0
20559,23-R-49,ADAPEI/La Romana,,14.659084,-60.983793,0,10486,0
21413,22-75,SARRAULT,,14.642019,-60.976708,0,10728,0
21420,22-77,Union (brasserie lorraine -près snack elysée),,14.625331,-60.979853,0,10740,0
21503,22-78,Giratoire Bois Carré 2,,14.623785,-60.988627,0,10589,0
10482,CADENA,Cadenat,,14.655303,-60.979938,1,,0
21317,2561,Cadenat,,14.655303,-60.979965,0,10482,0
10483,LEFROY,Le Froy,,14.654152,-60.979463,1,,0
21316,2560,Le Froy,,14.654152,-60.979434,0,10483,0
10484,DOLMEN,Dolmen,,14.654301,-60.978250,1,,0
21315,2559,Dolmen,,14.654303,-60.978230,0,10484,0
10485,CLEDOR,Superette Cledor,,14.654327,-60.977171,1,,0
21314,2558,Superette Cledor,,14.654322,-60.977123,0,10485,0
10887,RENAISS,La Renaissance De Pelletier,,14.656037,-60.977342,1,,0
21313,2557,La Renaissance De Pelletier,,14.656037,-60.977342,0,10887,0
11075,23-A-04,Rose des vents,,14.657726,-60.982365,1,,0
21717,23-A-04,Rose des vents,,14.657726,-60.982365,0,11075,0
21718,23-A-05,ADAPEI/La Romana,,14.658540,-60.983239,0,10486,0
21719,23-A-06,Daubert,,14.658776,-60.986153,0,11077,0
11078,23-A-07,Giratoire Durocher 2,,14.650211,-60.988511,1,,0
21720,23-A-07,Giratoire Durocher 2,,14.650211,-60.988511,0,11078,0
21721,25-42,Giratoire Durocher 1,,14.649731,-60.988994,0,11079,0
10884,OISPARA,Oiseaux De Paradis,,14.640391,-60.988941,1,,0
21301,2541,Oiseaux De Paradis,,14.640391,-60.988941,0,10884,0
10883,FOURRIE,La Fourrière,,14.635960,-60.989971,1,,0
21299,2539,La Fourrière,,14.635960,-60.989971,0,10883,0
20554,1431,Cadenat,,14.655303,-60.979911,0,10482,0
20555,1432,Le Froy,,14.654152,-60.979493,0,10483,0
20556,1433,Dolmen,,14.654298,-60.978270,0,10484,0
20557,1434,Superette Cledor,,14.654332,-60.977220,0,10485,0
20553,23-R-47,Ecole de Pelletier,,14.656772,-60.980158,0,10481,0
10666,GIRACA1,Giratoire Acajou 1,,14.619970,-61.021420,1,,0
20751,1774,Giratoire Acajou 1,,14.619970,-61.021420,0,10666,0
10897,GIRACA,Giratoire Acajou,,14.621439,-61.019716,1,,0
21362,2614,Giratoire Acajou,,14.621439,-61.019716,0,10897,0
10549,BAMBO,Bambous,,14.621799,-61.022037,1,,0
21363,2615,Bambous,,14.621795,-61.021919,0,10549,0
10507,GONDO3,Gondeau 3,,14.624599,-61.024436,1,,0
21365,2617,Gondeau 3,,14.624474,-61.024384,0,10507,0
10898,RIZOP,Cité Rizophore,,14.626428,-61.025398,1,,0
21366,2618,Cité Rizophore,,14.626428,-61.025398,0,10898,0
10667,VILAIN,Le Vilain,,14.628569,-61.027684,1,,0
21411,2680,Le Vilain,,14.628591,-61.027780,0,10667,0
10529,CAMI,Camp Militaire,,14.631400,-61.030952,1,,0
21357,2606,Camp Militaire,,14.631403,-61.030788,0,10529,0
10528,FAVORI,La Favorite,,14.633814,-61.033865,1,,0
21358,2607,La Favorite,,14.633732,-61.033986,0,10528,0
10187,GLOUGL,Glouglou,,14.630817,-61.037288,1,,0
20904,2020,Glouglou,,14.631002,-61.037100,0,10187,0
10186,CEDRA,Cedrat,,14.630110,-61.038968,1,,0
20905,2021,Cedrat,,14.630196,-61.038959,0,10186,0
10183,CROIMEY,Croisée Meynard,,14.627700,-61.039939,1,,0
20908,2024,Croisée Meynard,,14.627665,-61.040007,0,10183,0
10243,CRME,Croisee Meynard 2Pv,,14.627776,-61.040897,1,,0
20310,1174,Croisee Meynard 2Pv,,14.627720,-61.040743,0,10243,0
10244,VOIVIL,Voie De Ville,,14.629687,-61.041479,1,,0
20311,1175,Voie De Ville,,14.629687,-61.041479,0,10244,0
10245,PRESTIG,Prestige,,14.633054,-61.040796,1,,0
20312,1176,Prestige,,14.632949,-61.040753,0,10245,0
10246,CTS,C T S,,14.635569,-61.040108,1,,0
20313,1177,C T S,,14.635578,-61.040043,0,10246,0
10850,MFME2,MFME,,14.635293,-61.036984,1,,0
21526,21130,MFME,,14.635293,-61.036984,0,10850,0
10247,CEGMEYN,Collège Meynard La Joyau,,14.636627,-61.040088,1,,0
20314,1178,Collège Meynard La Joyau,,14.636469,-61.040050,0,10247,0
10248,BEAUSEJ,Beauséjour,,14.638357,-61.040680,1,,0
20315,1179,Beauséjour,,14.638616,-61.040751,0,10248,0
10249,CRIQUET,Criquet,,14.640673,-61.042107,1,,0
20316,1180,Criquet,,14.640931,-61.042175,0,10249,0
10250,EVERGLA,Everglades,,14.643179,-61.043511,1,,0
20317,1181,Everglades,,14.642963,-61.043362,0,10250,0
10251,MONSR,Monsieur,,14.645884,-61.044231,1,,0
20318,1182,Monsieur,,14.645641,-61.044194,0,10251,0
10885,CRJAMB2,Croisée Jambette  2Pv,,14.653283,-61.039628,1,,0
21304,2544,Croisée Jambette  2Pv,,14.653283,-61.039628,0,10885,0
10671,BOIDIND,Bois D'inde,,14.656229,-61.042433,1,,0
20759,1787,Bois D'inde,,14.656377,-61.042529,0,10671,0
10672,PAPAY,Papayer,,14.659615,-61.044634,1,,0
20760,1788,Papayer,,14.659735,-61.044815,0,10672,0
10673,CRABRI2,Croisée Abricot 2Pv,,14.660768,-61.045493,1,,0
20761,1789,Croisée Abricot 2Pv,,14.660873,-61.045503,0,10673,0
10656,CAROC,Carocali,,14.666014,-61.047313,1,,0
20741,1764,Carocali,,14.665478,-61.046745,0,10656,0
10657,FLEURY,Fleury,,14.668312,-61.048191,1,,0
20742,1765,Fleury,,14.668226,-61.048079,0,10657,0
10658,MNEPOIR,Morne Poirier Bois Du Parc,,14.669942,-61.048885,1,,0
20743,1766,Morne Poirier Bois Du Parc,,14.669834,-61.048839,0,10658,0
10659,GOUTIER,La Goutiere,,14.671398,-61.046440,1,,0
20744,1767,La Goutiere,,14.671201,-61.046555,0,10659,0
10660,PMECAN,Pomme Cannelle,,14.672504,-61.045587,1,,0
20745,1768,Pomme Cannelle,,14.672559,-61.045552,0,10660,0
10478,EPHAD,Ephad de Saint Joseph,,14.672550,-61.044610,1,,0
20550,1427,Ephad de Saint Joseph,,14.672550,-61.044610,0,10478,0
10479,ROBLON,Romain Blondet,,14.672412,-61.044137,1,,0
20551,1428,Romain Blondet,,14.672412,-61.044137,0,10479,0
10661,FRAISAU,Fraise Sauvage,,14.674304,-61.045101,1,,0
20746,1769,Fraise Sauvage,,14.674504,-61.044889,0,10661,0
10662,SEAILLE,Séaille,,14.673315,-61.042288,1,,0
20747,1770,Séaille,,14.673274,-61.042363,0,10662,0
10663,ROSIERE,Rosière,,14.672121,-61.041067,1,,0
20748,1771,Rosière,,14.671947,-61.041249,0,10663,0
21285,2525,Rosière,,14.672295,-61.040885,0,10663,0
21286,2526,Séaille,,14.673356,-61.042214,0,10662,0
21287,2527,Fraise Sauvage,,14.674103,-61.045312,0,10661,0
21288,2528,Pomme Cannelle,,14.672449,-61.045623,0,10660,0
21289,2529,La Goutiere,,14.671596,-61.046325,0,10659,0
21406,2673,Morne Poirier Bois Du Parc,,14.670050,-61.048931,0,10658,0
21291,2531,Fleury,,14.668398,-61.048303,0,10657,0
21408,2675,Carocali,,14.666549,-61.047880,0,10656,0
10655,CRABRIC,Croisee Abricot,,14.661082,-61.045697,1,,0
21400,2657,Croisee Abricot,,14.661326,-61.045717,0,10655,0
21402,2662,Croisée Abricot 2Pv,,14.660663,-61.045484,0,10673,0
21403,2663,Papayer,,14.659495,-61.044452,0,10672,0
21302,2542,Bois D'inde,,14.656081,-61.042337,0,10671,0
10670,COCOT,Cocotier,,14.666173,-61.044885,1,,0
21398,2655,Cocotier,,14.654597,-61.040461,0,10670,0
20952,2096,Monsieur,,14.646126,-61.044268,0,10251,0
20953,2097,Everglades,,14.643394,-61.043660,0,10250,0
20954,2098,Criquet,,14.640414,-61.042039,0,10249,0
20955,2099,Beauséjour,,14.638098,-61.040609,0,10248,0
20956,2100,Collège Meynard La Joyau,,14.636784,-61.040126,0,10247,0
20957,2101,C T S,,14.635559,-61.040173,0,10246,0
20958,2102,Prestige,,14.633159,-61.040840,0,10245,0
10816,GIRVVIL,Giratoire Voie De Ville,,14.630355,-61.041372,1,,0
20959,2103,Giratoire Voie De Ville,,14.630355,-61.041372,0,10816,0
20960,2104,Croisee Meynard 2Pv,,14.627831,-61.041050,0,10243,0
20246,1035,Croisée Meynard,,14.627736,-61.039870,0,10183,0
20249,1039,Cedrat,,14.630024,-61.038978,0,10186,0
20250,1040,Glouglou,,14.630632,-61.037476,0,10187,0
10527,BOIBOY,Bois Boyer,,14.632808,-61.035145,1,,0
20601,1490,Bois Boyer,,14.632808,-61.035145,0,10527,0
10669,CPMILIT,Camp Militaire,,14.631377,-61.030922,1,,0
